income,hours.per.week,age,education,occupation,workclass,native.country
0,7,18,7,3,1,0
0,40,58,9,5,1,0
1,44,35,14,6,1,0
0,20,43,5,8,1,0
0,40,24,9,4,1,1
0,40,63,5,10,1,0
0,40,40,5,8,1,1
0,20,21,13,3,1,0
0,40,20,10,3,6,0
0,40,47,9,2,4,0
0,36,48,9,2,3,0
1,40,35,13,5,6,0
0,20,46,10,10,1,0
0,25,18,8,3,1,0
1,50,28,13,6,2,0
0,20,20,9,3,1,0
0,40,28,9,11,1,0
0,40,57,9,4,1,0
0,40,56,4,2,1,0
0,40,33,9,2,1,0
0,40,19,9,7,1,0
0,40,29,9,8,1,0
0,55,30,10,2,1,1
0,57,53,13,6,5,0
0,40,25,2,12,1,1
0,38,44,9,13,6,0
0,28,22,10,7,1,0
0,40,40,9,2,1,0
0,40,30,4,10,2,1
0,38,51,12,9,1,0
0,24,17,7,12,1,0
1,40,46,13,13,5,0
1,40,50,10,9,6,0
0,50,34,10,5,1,0
0,40,41,13,9,4,0
0,40,32,13,3,1,0
0,40,32,9,8,1,0
0,70,47,10,6,1,0
0,40,50,10,4,1,0
0,23,77,4,12,1,0
0,40,33,9,5,1,0
0,48,47,9,8,3,0
0,40,64,7,11,1,0
0,50,34,9,5,1,0
0,35,34,9,6,5,0
0,40,37,9,3,5,0
1,40,34,13,6,1,0
0,64,50,16,4,2,0
1,45,60,13,5,1,0
0,43,46,13,6,5,0
0,44,43,9,4,1,1
1,40,48,14,6,1,1
0,43,48,10,9,1,0
0,40,37,10,9,1,0
1,40,51,14,4,1,0
1,45,52,14,6,1,0
0,20,27,3,4,1,1
1,40,43,14,5,5,0
0,25,23,9,3,1,0
0,40,35,10,9,1,0
0,38,49,6,3,1,1
1,40,51,13,6,5,0
0,9,71,9,5,4,0
0,40,63,9,9,1,0
0,35,41,14,6,6,0
0,40,24,10,8,6,0
0,45,41,10,3,5,0
0,40,33,11,9,5,0
0,40,42,10,2,5,0
0,40,23,13,4,1,0
0,38,49,12,6,1,0
0,40,28,8,2,2,0
0,56,31,3,7,1,1
0,35,28,13,9,1,0
0,25,37,7,2,1,0
0,40,19,10,5,1,0
0,26,51,13,6,5,0
0,41,25,12,4,1,0
0,50,49,9,5,3,0
0,45,47,9,4,1,0
0,40,48,9,3,5,0
0,40,41,9,9,5,0
0,40,32,9,9,1,0
0,40,46,9,7,1,0
0,20,17,6,4,1,0
0,43,34,7,7,1,0
0,30,44,9,9,1,0
0,20,23,11,3,1,0
0,45,34,13,4,1,1
1,40,34,15,6,4,0
0,40,39,12,9,1,0
0,40,34,7,11,1,0
0,40,21,9,2,1,0
0,45,53,4,10,1,0
1,50,54,14,6,2,0
0,40,32,10,4,1,0
0,35,39,13,6,6,0
0,40,39,10,8,1,0
0,40,29,9,5,1,1
0,40,29,9,6,1,0
1,42,43,9,2,1,0
0,40,39,14,9,1,0
0,40,45,10,5,1,0
0,40,36,10,8,1,0
0,58,31,9,4,1,0
1,60,39,9,5,1,0
1,40,45,9,2,5,0
0,50,19,9,7,1,0
1,48,43,10,6,1,0
0,40,32,12,11,1,0
0,60,43,13,4,2,0
0,27,34,13,9,1,0
0,40,66,10,6,3,0
0,40,46,11,5,3,0
0,40,23,13,6,1,0
1,40,41,13,6,1,0
1,50,35,15,6,2,0
1,55,37,13,6,1,0
1,42,43,13,6,1,0
0,60,30,12,2,2,0
1,60,36,14,6,5,0
1,40,54,13,4,1,0
1,50,36,13,9,4,0
1,50,77,13,5,1,0
0,40,28,9,3,1,1
1,72,39,9,2,2,0
0,40,37,13,1,1,1
0,35,22,13,6,5,0
0,50,54,13,3,1,0
0,20,21,10,4,1,0
0,40,36,6,2,1,0
0,30,62,9,9,2,0
1,40,40,10,4,1,0
0,40,47,10,6,2,0
1,70,38,13,4,1,0
0,40,28,3,2,1,1
0,40,46,13,6,1,0
0,35,22,10,3,1,0
0,25,37,9,4,1,1
0,28,69,6,8,1,1
1,50,43,13,5,1,0
1,21,53,13,3,1,1
0,35,20,9,4,1,0
0,50,22,13,6,1,0
0,44,48,5,2,1,0
1,40,40,14,6,4,0
0,60,23,6,3,1,1
1,38,25,13,6,5,0
0,40,22,9,6,1,0
0,30,23,8,12,1,0
1,45,41,13,6,5,0
0,25,25,10,8,1,0
0,40,58,10,4,1,0
0,45,33,9,4,1,1
0,48,28,14,6,1,0
0,25,19,7,8,1,0
0,40,44,10,9,1,0
0,10,68,1,8,1,0
1,40,33,9,2,6,0
0,40,24,9,5,1,0
0,50,44,9,10,2,0
0,40,31,9,2,1,1
0,40,29,9,9,1,0
0,40,65,5,4,1,0
0,40,55,9,9,1,0
0,40,49,9,5,1,0
0,40,27,9,8,1,0
0,30,41,9,4,1,0
1,50,33,10,2,2,0
0,40,22,9,10,2,0
0,4,66,9,3,1,0
0,60,38,10,4,1,0
1,42,43,9,8,1,0
0,40,40,10,7,5,1
1,40,32,10,4,1,0
0,35,30,9,4,1,1
0,40,35,13,9,1,0
0,60,33,13,6,5,0
1,55,36,13,5,1,0
0,60,33,13,6,2,0
1,60,53,9,5,1,0
0,45,27,13,4,1,0
0,15,22,13,7,1,0
0,36,26,9,4,1,0
0,21,64,9,4,1,0
0,45,48,10,9,1,0
0,40,23,9,9,1,0
0,40,35,13,6,2,0
1,40,46,10,4,1,0
0,45,65,10,5,2,0
0,54,18,3,3,1,1
1,55,34,15,6,2,0
0,40,28,9,8,1,1
1,60,37,13,5,1,0
0,35,31,13,6,1,0
0,40,25,13,6,5,0
0,15,81,2,6,1,1
0,35,47,9,3,1,0
0,40,39,9,2,1,0
0,30,37,10,3,1,0
1,45,44,9,8,1,0
0,45,37,11,2,1,0
1,50,41,10,9,1,0
1,40,55,10,6,1,1
1,40,60,13,4,1,0
0,25,23,13,4,1,0
0,60,19,9,8,1,0
1,44,45,10,8,1,0
0,30,36,9,3,1,0
1,40,46,13,6,1,0
0,40,48,7,8,1,0
0,50,39,9,3,2,0
0,20,29,13,11,1,0
0,40,39,9,9,1,0
0,40,26,9,5,1,1
0,25,37,11,6,1,0
1,40,49,10,9,1,0
0,40,27,13,4,1,0
0,40,28,6,7,1,1
0,30,35,10,4,1,0
0,40,17,6,3,1,0
0,40,18,9,7,1,0
0,38,33,10,9,1,0
0,60,33,11,4,1,0
0,35,51,10,9,1,0
0,40,49,9,9,1,0
1,35,41,10,4,1,0
0,12,64,2,12,1,0
1,40,40,10,6,1,0
0,40,49,9,9,4,0
0,40,23,13,6,1,0
0,40,34,10,9,1,0
0,86,47,10,10,2,0
1,40,36,11,9,1,0
0,40,23,13,6,5,0
0,80,47,10,5,2,0
0,40,61,9,9,1,1
0,40,47,13,4,2,0
1,40,56,13,6,1,0
0,55,20,8,4,1,0
1,46,33,9,8,1,0
1,50,36,9,10,2,0
1,40,34,10,13,5,0
0,50,56,9,11,1,0
0,23,32,12,5,1,0
1,40,49,13,5,1,0
1,40,71,9,13,1,0
0,15,19,10,3,1,0
0,40,20,10,1,1,0
0,35,42,9,9,1,0
1,20,51,10,5,1,0
0,40,38,10,6,1,0
1,40,38,6,8,1,0
0,25,35,13,5,2,0
0,40,24,13,6,5,0
0,40,40,9,9,1,0
0,35,21,9,7,1,0
0,40,49,9,11,1,0
0,42,52,13,5,1,0
0,60,27,13,6,1,0
0,40,20,9,8,1,0
0,40,31,10,8,1,0
0,40,25,9,9,1,0
0,20,19,10,7,4,1
0,50,33,10,2,1,0
0,40,23,13,3,1,0
0,40,34,14,6,1,0
0,40,37,14,5,5,0
0,40,25,13,5,1,0
0,40,40,12,2,1,0
0,40,33,13,4,2,0
0,40,31,10,9,1,0
0,45,32,13,4,3,0
1,70,54,13,4,3,0
0,44,32,9,2,2,0
0,40,29,9,11,5,0
0,40,26,10,6,5,0
0,60,39,10,10,2,0
0,40,54,10,10,1,0
0,40,57,6,8,1,0
0,40,23,13,6,4,0
1,45,27,10,5,2,0
1,55,42,13,5,1,0
0,40,31,6,2,1,0
0,60,49,14,6,5,0
0,40,50,9,2,1,0
0,30,46,9,9,5,0
0,60,37,9,4,1,0
0,40,26,9,2,1,0
0,35,27,13,9,1,0
0,25,24,10,5,1,0
0,40,24,9,2,3,0
0,34,29,9,4,1,0
1,50,47,13,6,1,0
0,45,26,11,6,1,0
0,40,20,10,2,1,0
0,50,36,9,11,1,0
0,40,25,14,5,1,0
1,40,46,13,8,1,1
1,40,29,10,2,1,0
0,20,18,7,5,1,0
0,40,46,12,1,1,0
1,50,61,13,4,1,0
0,40,41,9,4,1,0
0,40,50,10,8,1,0
0,60,36,13,13,5,0
0,40,38,10,9,1,0
0,35,75,9,4,2,0
1,40,26,12,9,1,0
1,40,44,13,5,1,0
0,40,25,9,9,1,0
0,40,31,10,4,1,0
0,35,49,8,11,1,0
0,48,34,9,8,1,0
0,40,31,9,6,2,1
0,40,47,10,2,2,0
0,20,18,9,2,1,0
0,40,42,9,2,1,0
0,40,29,13,4,1,0
0,75,38,10,13,5,0
0,20,22,10,4,1,0
0,40,32,9,2,1,0
0,48,20,10,9,1,0
0,50,41,15,4,1,0
1,46,46,9,11,1,0
0,38,44,9,9,1,0
0,40,35,13,9,1,0
0,25,36,5,2,5,0
0,40,30,10,2,1,0
1,50,40,16,6,6,0
0,40,25,13,6,1,0
0,40,26,4,7,1,1
1,40,66,9,9,3,0
0,32,48,4,2,1,1
0,50,35,10,4,1,0
1,45,41,14,6,1,0
0,20,19,10,4,1,0
0,40,55,9,4,2,0
0,50,45,10,11,1,0
0,40,29,13,7,1,0
0,20,65,9,4,1,0
0,40,30,11,3,1,1
0,40,43,10,2,1,0
0,40,61,4,8,1,1
0,50,22,10,3,1,0
0,40,23,7,3,1,0
0,40,34,9,8,1,0
0,35,51,9,6,1,0
0,15,21,10,9,1,0
0,40,31,11,6,1,0
0,35,34,11,9,1,0
1,40,33,10,5,4,0
1,40,44,7,4,1,0
0,20,21,10,3,6,0
0,20,75,9,9,5,0
1,60,55,14,5,4,0
0,16,43,9,3,2,0
0,45,31,9,2,1,0
0,45,41,10,2,1,0
0,50,26,14,6,5,0
0,40,23,12,2,1,0
0,40,42,9,9,4,0
0,40,29,9,9,1,0
0,50,21,9,9,1,0
0,40,28,13,5,1,0
0,40,35,10,3,4,0
0,20,65,13,11,1,0
0,50,58,13,4,1,0
0,40,59,9,3,1,0
1,40,30,12,6,1,0
0,40,28,13,7,1,0
0,40,34,9,2,1,0
0,40,51,10,6,6,0
0,40,41,9,5,1,0
1,40,57,10,6,1,0
0,60,28,12,10,2,0
0,18,62,9,3,5,0
0,20,22,10,1,6,0
1,40,38,13,6,1,0
1,40,45,9,11,5,0
0,55,37,11,2,1,0
0,40,21,9,8,1,0
0,40,49,9,2,1,0
0,40,24,9,3,1,0
0,24,20,10,1,4,0
1,50,27,15,6,1,0
0,40,40,9,3,1,0
0,40,31,13,6,5,0
0,40,39,9,2,1,0
0,40,50,9,2,1,0
0,40,52,12,3,1,0
0,45,44,14,6,1,0
0,35,17,6,10,2,0
0,40,33,9,9,4,0
0,40,28,6,8,1,0
0,60,39,13,4,2,0
0,40,33,12,2,1,0
0,32,59,4,3,1,0
0,15,74,2,12,1,0
1,40,54,10,13,1,0
0,55,31,11,8,1,0
0,40,31,10,4,1,0
0,20,20,10,4,1,0
0,36,57,15,6,2,0
0,40,49,9,2,1,1
0,40,38,9,9,1,0
1,42,39,9,8,1,0
0,40,57,13,4,1,0
1,99,38,15,6,1,0
0,38,25,13,3,1,0
0,45,40,13,6,1,0
1,48,34,13,5,1,0
0,50,35,9,10,2,0
0,34,53,10,9,1,0
0,40,21,10,8,1,0
0,40,43,13,2,1,0
0,60,43,9,2,2,0
0,35,22,12,6,1,0
0,35,64,9,4,2,0
0,70,34,9,7,1,0
0,40,46,9,9,1,0
0,40,35,9,8,1,1
0,60,32,10,11,1,0
0,40,26,10,2,1,0
0,40,25,9,2,1,0
1,55,55,13,1,1,0
0,40,22,10,4,1,0
0,20,29,10,9,6,0
0,99,38,9,5,2,0
0,35,55,10,3,1,0
0,40,26,9,5,1,0
0,60,34,13,6,3,0
0,40,25,9,9,6,0
0,40,58,5,10,6,0
0,40,34,12,2,5,0
0,45,29,10,5,2,1
1,50,49,16,6,6,0
0,35,38,13,9,1,0
0,35,21,10,3,1,0
1,40,28,13,6,1,0
1,40,42,10,5,1,1
0,60,29,11,3,2,0
0,45,48,9,9,1,0
0,40,40,13,10,1,0
1,40,36,10,2,1,0
1,60,34,13,4,1,0
0,35,57,2,4,2,1
0,40,24,5,3,1,1
0,23,32,5,3,1,1
0,56,39,9,11,1,0
0,40,39,7,11,1,0
0,12,18,7,3,1,0
0,40,20,10,2,1,0
0,40,54,6,11,1,0
1,75,40,9,11,2,0
0,30,27,10,9,1,0
0,40,27,9,8,1,0
0,50,43,13,1,4,0
0,40,22,13,5,1,0
0,12,17,7,4,1,1
1,50,37,11,4,3,0
0,40,33,12,3,1,0
0,40,45,9,2,1,0
0,40,33,9,7,1,0
0,36,71,9,4,1,0
0,45,23,13,6,5,0
1,80,41,15,6,1,0
0,20,47,9,4,1,1
0,65,30,13,4,1,0
0,40,40,10,9,1,1
0,48,44,10,4,1,0
0,40,31,9,10,6,0
0,24,68,9,13,1,0
0,40,38,13,6,1,0
0,10,78,7,5,3,0
0,55,31,12,10,3,0
0,40,39,9,9,1,0
0,50,46,14,6,5,1
1,50,30,10,9,1,0
0,35,34,10,4,1,0
0,35,30,9,9,4,0
1,40,47,13,4,1,0
1,17,40,10,9,1,0
0,70,44,9,4,2,1
0,40,40,9,2,1,1
0,40,20,10,11,1,0
1,40,45,13,5,1,0
0,40,51,9,8,1,0
0,40,38,10,7,1,0
1,40,49,14,6,5,0
0,26,30,9,3,5,0
0,40,20,10,5,1,0
0,40,34,5,10,1,0
0,40,42,9,11,5,0
1,40,43,13,6,1,0
0,38,62,9,9,1,0
0,70,21,10,8,1,0
0,40,58,2,7,5,0
0,40,30,13,9,1,0
0,70,37,9,2,1,1
0,40,22,13,1,6,0
0,38,64,5,9,6,0
1,50,42,9,11,1,0
0,40,43,9,2,6,0
0,40,34,10,9,1,0
0,6,25,9,3,1,0
0,40,21,10,9,1,0
1,40,45,9,9,4,0
1,55,55,11,5,2,0
0,50,24,9,2,1,0
0,35,70,10,5,2,0
0,35,27,13,6,5,0
0,40,34,10,2,1,0
0,40,57,13,11,1,0
0,40,37,9,5,2,0
1,50,52,2,5,1,0
0,48,32,9,2,1,0
0,40,42,12,2,1,0
0,40,24,13,8,1,0
0,40,50,9,7,1,0
0,50,36,11,2,1,0
0,40,42,9,8,1,0
0,45,39,13,9,4,0
0,52,38,13,13,6,0
0,40,18,9,3,1,0
0,3,63,3,4,2,0
0,40,82,9,2,2,1
0,45,33,9,7,1,0
0,40,37,10,11,1,0
0,40,24,9,11,1,1
0,50,31,13,5,1,0
0,40,59,9,8,1,0
0,55,18,8,10,1,0
0,40,47,10,4,2,0
0,50,48,7,10,1,0
0,33,27,13,6,1,0
0,40,34,7,3,1,1
0,84,50,12,13,1,0
0,75,57,10,10,2,0
0,40,60,9,13,1,0
1,40,39,9,9,1,0
0,25,18,9,4,1,0
0,75,26,11,6,1,0
0,30,20,9,4,1,0
0,45,29,14,6,5,0
0,52,30,9,11,1,0
0,15,21,10,3,1,0
0,40,24,10,13,5,0
0,40,51,9,8,1,0
0,40,31,9,9,1,0
0,40,36,10,2,5,0
0,72,29,13,6,1,0
0,35,20,9,4,1,0
0,60,46,10,9,1,0
0,45,44,9,11,1,0
0,38,39,9,5,1,0
0,55,39,13,5,1,0
1,44,45,9,8,1,0
0,55,28,10,5,1,0
0,35,44,10,9,1,0
0,70,27,9,9,1,0
0,40,34,9,5,2,0
0,40,35,9,2,1,0
0,40,28,9,2,4,0
0,30,25,15,6,1,0
0,20,21,10,4,1,0
0,15,18,7,3,1,0
0,10,63,4,10,2,0
0,8,18,7,4,1,0
0,40,32,9,2,1,0
0,20,19,7,11,1,0
0,60,23,10,11,1,0
1,40,45,13,5,1,1
0,40,30,9,2,1,1
0,25,24,10,9,4,0
0,40,23,10,4,1,0
0,50,27,9,9,1,0
0,40,48,10,7,1,0
0,44,31,9,2,3,0
0,25,31,2,3,1,1
0,25,18,8,4,1,0
0,40,36,9,4,1,0
0,40,22,9,9,1,0
0,15,72,6,4,1,0
0,55,61,6,10,1,0
1,50,30,9,5,3,0
0,40,40,11,5,1,0
0,40,20,9,9,1,0
0,15,65,13,4,1,0
0,40,36,10,4,1,0
0,40,37,9,8,1,0
0,60,33,10,4,2,0
0,40,64,9,3,5,0
1,20,61,13,10,2,0
0,45,38,13,4,1,0
0,40,24,13,6,1,1
1,40,39,13,6,1,0
1,40,44,13,4,1,0
0,40,47,10,9,1,0
0,40,66,13,9,1,1
1,50,53,10,9,1,0
1,55,43,13,5,6,0
1,40,57,16,6,6,0
0,45,44,11,8,1,0
0,40,52,9,3,2,0
0,40,46,10,2,1,0
0,40,20,10,3,1,0
1,40,37,9,9,4,0
0,50,41,10,5,2,0
0,55,30,9,4,1,0
0,56,59,10,8,1,0
0,40,22,13,9,1,0
0,30,40,9,9,1,0
0,50,39,13,6,2,0
0,58,24,6,7,1,0
1,40,63,9,2,1,0
0,40,51,11,6,1,0
0,50,34,13,5,3,0
1,50,38,12,5,1,0
0,15,17,7,4,1,0
0,25,20,10,9,1,0
0,40,42,9,2,2,0
1,12,41,13,4,1,0
0,40,56,9,5,5,0
0,5,17,6,4,1,0
0,40,23,10,4,1,0
0,40,36,13,6,5,0
0,40,52,9,2,1,0
0,50,28,9,5,1,0
0,40,30,6,8,1,1
0,40,32,12,2,1,0
0,50,30,4,2,1,0
0,40,53,9,2,1,0
0,36,54,6,2,2,0
0,40,31,12,4,1,0
0,40,34,9,9,1,0
0,40,30,9,13,6,0
0,40,53,9,2,1,1
0,20,27,10,9,1,0
0,40,23,3,7,1,1
0,45,24,12,2,1,0
0,35,33,9,9,4,0
0,10,22,10,1,6,0
0,44,47,9,2,1,0
1,40,44,15,6,4,0
0,45,41,12,6,1,0
0,44,24,9,2,1,1
0,50,45,13,6,1,0
0,55,23,13,4,1,0
0,40,54,9,8,1,0
0,37,40,7,8,1,1
0,35,45,3,12,1,1
0,40,50,9,4,1,0
0,25,40,11,3,1,0
0,40,24,10,2,1,0
1,60,50,10,4,1,0
0,40,58,10,2,2,0
0,46,47,10,8,1,0
1,99,37,16,6,1,1
0,35,37,9,2,2,0
0,45,22,11,11,1,0
0,48,29,9,11,2,0
1,40,45,13,5,1,1
0,60,49,10,5,2,0
0,16,72,9,3,1,0
0,12,63,9,3,2,0
0,50,26,9,6,1,0
0,42,58,12,2,2,0
0,50,40,9,2,1,0
0,40,56,10,4,1,0
0,72,55,10,10,2,0
0,45,28,13,4,1,0
0,40,57,9,5,1,0
1,45,37,14,5,1,0
0,40,44,9,9,1,0
0,40,31,9,8,1,0
0,40,42,10,9,1,1
0,25,18,10,3,1,0
0,40,57,6,2,2,0
0,35,53,10,3,5,0
1,44,38,9,5,1,0
0,50,33,9,4,1,0
0,40,42,14,6,1,0
0,50,50,9,2,1,0
0,40,50,9,8,1,0
0,40,28,11,7,1,1
0,8,72,7,9,4,1
0,40,33,9,4,1,0
0,25,47,9,3,1,1
1,40,48,10,6,1,0
1,24,64,13,6,2,0
0,35,19,7,12,1,0
0,40,48,12,9,1,0
0,40,42,9,9,4,0
1,50,43,9,9,1,1
0,40,34,11,2,1,0
0,60,55,14,5,3,0
0,40,22,9,3,1,0
0,60,39,10,9,1,0
0,35,50,13,5,2,0
0,20,25,13,4,1,0
0,20,52,7,3,1,0
0,40,30,9,11,1,0
0,50,37,9,2,2,0
0,20,73,9,4,3,0
0,60,50,4,2,1,0
0,45,34,10,5,1,0
1,24,66,10,4,1,0
0,55,22,9,4,1,0
0,25,69,6,11,5,0
0,40,23,9,2,1,0
0,30,35,10,9,1,0
0,35,20,10,9,1,0
1,20,70,10,5,3,0
0,40,34,9,3,1,1
1,45,38,16,6,6,0
0,40,33,4,7,1,0
0,26,43,9,3,1,0
0,40,60,10,5,3,0
0,55,32,9,5,2,0
0,45,34,9,11,1,0
0,25,46,14,5,2,0
0,84,30,10,3,6,0
0,40,29,10,3,1,0
0,60,51,9,11,1,0
0,25,31,4,7,1,0
0,36,36,9,9,4,0
0,22,23,10,7,1,0
0,30,35,9,8,1,0
0,40,28,14,6,5,0
1,40,33,13,5,6,0
0,40,40,10,7,1,0
0,45,27,10,11,1,0
1,40,38,9,5,3,0
1,56,25,10,9,1,0
0,40,38,10,9,1,0
0,40,65,10,6,5,0
1,40,30,12,2,1,0
0,43,54,7,3,1,0
0,40,49,8,8,1,0
1,15,41,12,6,2,0
1,40,48,9,9,4,0
0,12,23,3,12,1,1
0,25,77,9,3,1,1
0,20,19,10,3,1,0
0,30,30,9,9,1,0
1,55,35,9,5,1,1
0,40,20,10,9,1,0
0,40,49,9,2,1,1
1,45,52,13,4,1,0
1,35,24,14,6,1,0
0,15,50,9,2,1,0
0,65,22,7,11,1,0
0,20,19,10,3,1,0
0,30,39,7,6,1,1
0,30,61,13,3,5,0
0,55,45,11,11,1,0
0,40,36,13,6,5,0
0,50,38,9,5,1,0
0,40,52,10,11,5,0
1,42,29,12,1,4,0
0,40,33,9,10,1,0
0,40,40,10,2,2,0
0,55,34,9,2,1,0
1,50,46,13,13,5,0
0,13,19,9,3,1,0
1,40,44,9,9,1,0
0,40,40,9,2,1,0
0,2,20,10,6,1,0
0,30,24,11,7,1,0
0,17,76,9,3,1,0
0,40,20,9,1,1,0
1,40,33,15,6,1,0
0,40,31,10,1,1,0
0,40,33,9,3,1,0
0,35,19,9,2,1,0
0,45,30,9,4,1,0
0,40,42,13,5,1,0
0,40,37,7,11,1,0
0,28,28,9,3,2,0
1,52,42,10,13,5,0
0,40,21,12,3,1,0
0,40,29,10,10,1,0
1,40,43,13,6,1,0
0,38,44,9,4,1,0
0,40,38,10,4,1,0
1,50,28,10,9,1,0
0,40,29,9,4,1,0
0,40,20,10,3,1,0
1,40,49,14,4,3,0
1,56,36,10,13,5,0
1,50,40,13,5,3,0
0,30,17,8,9,1,0
0,40,45,9,2,1,0
0,28,42,10,10,1,0
0,40,29,13,5,1,0
0,40,23,13,9,1,0
0,40,20,10,9,1,1
0,24,23,9,7,1,0
0,40,39,9,3,1,0
1,40,34,10,2,1,0
0,45,43,13,4,2,0
0,40,25,10,7,6,0
0,60,40,10,4,1,1
0,25,52,9,10,2,0
0,36,48,9,8,1,0
0,6,37,12,4,1,0
0,50,36,9,4,1,0
0,40,33,12,11,1,0
1,40,36,9,9,5,0
0,10,24,13,9,1,0
0,40,42,9,10,5,0
0,40,35,11,4,3,0
0,22,40,9,9,4,0
0,40,50,15,6,3,1
1,50,40,14,5,1,0
0,40,57,9,5,3,0
1,40,51,9,11,5,0
0,35,61,9,9,4,1
0,20,71,9,4,1,0
1,40,47,9,2,1,0
0,45,38,13,3,1,0
0,65,25,13,4,1,0
0,50,33,7,7,1,0
0,52,40,7,11,6,0
0,40,33,9,2,1,0
0,36,46,10,9,1,0
1,40,24,9,4,1,0
0,30,28,14,5,1,1
0,40,20,9,2,1,0
0,40,34,10,7,1,0
0,55,34,13,9,6,0
0,40,25,10,9,1,0
0,40,36,13,1,1,0
0,40,61,9,8,1,0
0,58,38,10,3,1,0
0,10,56,9,3,1,0
0,40,24,13,5,1,0
0,48,60,10,4,1,0
0,50,37,10,5,1,0
1,40,27,10,11,1,0
0,28,54,10,3,1,1
0,30,40,9,3,1,1
0,15,18,8,3,1,0
1,40,51,9,9,4,0
1,50,40,10,1,2,0
0,8,64,9,6,4,0
0,38,33,9,1,1,0
0,40,31,9,5,1,0
0,37,31,2,7,1,1
0,40,22,10,1,1,0
0,40,31,10,2,1,0
0,12,68,3,3,1,1
0,37,59,6,3,4,0
0,40,25,13,9,1,0
0,40,23,9,2,1,0
0,60,35,10,5,1,0
0,30,17,6,3,6,0
0,45,19,10,7,1,0
0,40,59,3,8,1,0
0,37,37,9,9,1,0
0,20,74,9,3,2,0
0,50,28,10,11,1,0
0,40,40,13,9,1,0
0,40,20,10,3,1,0
1,35,80,15,6,1,0
0,40,51,9,8,1,0
0,15,17,6,4,1,0
0,40,37,13,6,4,0
0,40,58,9,3,1,0
0,40,57,10,2,1,0
0,40,37,10,8,1,0
0,40,23,10,2,4,0
0,32,36,13,9,1,1
0,40,33,9,2,1,0
0,40,30,10,4,1,0
0,24,30,9,9,1,0
0,40,23,9,4,1,0
0,40,53,9,9,1,0
0,13,31,10,1,6,0
0,40,36,9,9,1,0
0,40,30,8,3,1,0
0,40,44,9,13,1,1
0,40,36,9,3,1,0
1,40,42,11,6,1,0
0,30,48,9,2,2,1
0,40,22,13,6,1,0
0,40,38,9,8,1,0
0,50,31,9,2,1,0
0,40,35,9,7,1,0
0,43,21,10,4,1,0
0,40,26,9,8,1,0
0,40,19,9,9,5,0
1,42,43,9,2,1,0
0,60,33,9,2,1,0
0,10,30,13,2,1,0
0,45,52,6,11,1,0
1,40,38,13,5,5,0
1,46,28,13,5,1,0
0,40,57,11,3,2,1
1,50,51,13,6,1,0
0,48,50,5,8,1,0
1,50,32,13,5,1,1
0,40,37,9,2,1,0
0,33,69,9,4,2,0
1,50,37,10,4,1,1
1,45,47,9,11,2,0
0,40,63,6,11,1,0
0,65,21,10,9,1,0
0,35,17,9,3,1,1
0,40,56,9,2,1,0
0,20,90,11,9,5,1
0,38,27,10,9,1,0
0,20,38,9,9,1,0
0,50,33,11,6,1,0
0,40,26,9,5,1,0
0,35,20,10,3,1,0
0,40,42,7,11,1,0
0,40,55,9,5,1,0
0,40,32,10,6,6,0
0,40,49,10,3,1,0
0,45,34,9,13,1,0
1,50,38,13,5,1,0
0,40,40,9,5,3,0
0,20,22,11,3,4,0
0,40,46,9,11,2,0
0,50,29,9,8,1,0
0,20,19,8,7,1,0
1,32,52,14,6,5,0
0,46,27,14,9,1,0
0,40,52,9,11,1,0
1,50,37,10,2,3,0
0,40,28,9,7,1,0
0,40,25,4,2,1,1
0,50,31,10,9,1,0
0,40,29,9,2,1,0
0,35,45,9,9,1,0
0,20,69,4,3,1,0
0,40,50,7,8,1,0
1,46,54,16,6,6,1
0,20,17,5,3,1,0
0,40,23,10,8,1,0
1,45,66,13,6,1,0
0,40,61,9,2,1,0
0,40,55,10,8,1,0
0,40,24,9,7,1,0
1,45,49,12,5,1,0
1,50,56,9,4,3,0
0,40,25,9,4,1,0
0,40,49,13,13,1,0
1,40,58,13,1,1,0
0,40,40,13,9,4,1
0,45,62,14,6,1,0
1,25,54,13,1,1,0
0,40,34,12,3,2,0
0,30,18,6,2,1,0
0,40,32,9,4,1,1
0,35,22,13,6,5,0
0,48,34,13,6,6,0
0,40,47,9,3,1,1
0,40,19,10,4,1,0
0,20,56,4,4,2,1
0,40,42,9,8,1,0
0,50,42,9,9,1,0
1,40,57,4,2,2,0
1,50,40,14,5,1,0
0,40,62,9,3,5,1
0,16,20,10,9,1,0
0,50,47,10,11,1,0
0,40,40,10,5,1,0
0,55,48,13,2,1,0
1,60,39,12,10,3,0
1,40,46,10,2,5,0
0,30,53,9,8,1,0
1,40,47,10,7,4,0
0,45,40,9,2,2,1
0,40,34,9,11,1,0
0,40,41,9,9,1,0
0,40,41,9,2,1,0
0,35,20,10,7,1,0
0,50,54,13,6,5,0
0,40,39,13,6,3,0
0,40,37,9,8,1,0
0,40,59,16,4,1,0
0,35,24,13,6,1,0
0,40,20,10,2,1,0
0,35,26,12,3,2,0
0,50,48,8,7,1,0
0,18,21,11,3,1,0
0,42,22,9,5,1,1
0,40,34,12,6,1,0
1,45,33,10,5,1,0
0,40,46,5,8,1,1
1,40,65,13,5,1,0
0,40,23,9,7,1,0
0,30,28,10,3,1,0
1,60,34,9,5,2,0
0,40,20,10,3,1,0
