income,hours.per.week,age,education,workclass,occupation,native.country
1,60,56,15,3,11,1
1,70,38,9,2,9,0
0,50,26,15,2,8,1
1,55,33,9,2,3,0
0,50,44,5,2,5,0
0,40,36,6,2,11,0
0,40,42,15,2,2,0
0,40,44,7,2,9,0
0,20,21,15,2,11,0
1,50,41,15,2,11,0
0,45,27,1,2,2,1
1,40,38,9,2,9,0
0,30,60,15,2,13,0
0,40,24,2,2,6,1
0,40,22,11,2,5,0
0,24,22,3,2,6,1
0,40,51,9,2,9,0
1,55,42,14,1,3,0
0,42,37,9,1,12,0
1,45,37,14,4,9,0
1,40,66,9,2,7,0
0,40,46,8,2,6,0
1,40,52,11,2,2,0
0,40,23,11,2,2,0
1,38,67,11,2,3,0
0,25,19,15,2,11,0
0,45,37,9,2,9,0
0,40,39,15,4,7,0
0,40,46,11,2,6,0
0,40,33,11,2,7,0
0,14,69,15,4,4,0
0,40,21,15,2,5,0
0,48,27,11,2,5,0
1,40,39,11,2,3,0
0,40,23,15,2,0,0
0,36,26,8,2,9,0
0,40,42,10,2,9,0
0,40,36,11,2,2,0
0,40,24,11,2,13,1
0,40,35,6,2,7,1
0,40,42,11,2,5,0
1,50,41,10,2,9,0
0,40,27,8,2,6,0
0,16,18,11,2,0,0
1,40,41,9,2,12,0
0,40,31,11,2,5,0
0,40,26,15,2,2,0
1,60,37,15,2,3,0
0,40,51,11,2,2,0
0,40,26,15,2,2,0
0,40,25,11,2,5,0
1,40,38,8,2,6,0
0,40,43,11,2,13,0
0,40,23,15,2,4,0
0,25,60,12,1,9,0
0,20,21,15,1,9,0
0,25,18,15,2,0,0
0,40,43,4,2,8,1
1,25,36,11,2,13,0
0,40,38,11,2,6,0
0,84,43,15,4,4,0
0,35,58,11,2,7,0
0,29,55,11,2,0,0
0,35,39,7,2,3,1
0,35,38,9,2,9,0
0,40,57,14,3,9,0
0,52,35,7,1,10,0
1,60,44,14,4,9,1
0,40,36,11,2,2,0
0,40,58,11,2,2,0
0,8,25,14,2,9,1
0,40,54,9,1,3,0
0,40,23,9,2,12,0
0,60,37,15,2,11,0
0,40,60,7,0,7,0
0,20,66,5,1,7,0
0,50,36,7,2,6,0
0,44,25,9,2,9,0
0,40,23,15,2,0,0
0,40,38,11,2,7,0
1,50,33,15,2,5,0
0,60,49,15,3,4,0
1,60,57,11,3,3,0
0,45,57,9,1,3,0
0,45,46,15,2,6,0
1,70,37,12,3,3,0
1,45,43,9,3,11,0
0,35,26,11,2,7,0
0,40,40,8,2,9,0
0,40,39,11,4,2,0
0,40,39,7,2,7,0
0,40,31,15,2,0,0
0,36,31,9,2,6,1
0,40,27,9,2,0,0
0,50,36,9,4,3,1
0,40,57,11,2,7,1
0,35,24,11,2,7,0
0,45,30,15,2,11,0
0,50,28,2,2,13,0
0,40,22,9,2,3,0
0,50,31,5,2,5,0
1,44,33,11,2,11,0
0,15,20,15,2,5,0
0,60,25,2,2,4,1
0,40,49,15,5,4,0
0,35,21,11,2,7,0
1,45,45,9,2,3,0
1,45,36,11,1,3,0
0,32,41,4,2,8,1
1,50,47,9,2,3,0
0,50,41,11,2,3,0
0,40,30,11,2,5,0
0,40,29,15,1,4,0
0,40,31,5,2,6,0
0,40,55,6,2,6,1
0,35,19,11,2,7,0
1,40,31,2,5,12,0
0,8,18,1,5,7,0
0,24,68,11,2,11,0
0,48,36,15,1,3,0
1,50,44,14,2,9,0
1,20,58,11,4,0,0
0,20,20,11,2,11,0
0,40,18,0,2,5,0
0,30,32,11,2,5,0
0,40,49,11,4,7,0
0,40,34,11,2,6,0
0,40,22,11,2,0,0
0,45,40,11,2,7,0
0,40,35,11,2,5,0
0,60,44,2,4,3,1
0,60,55,11,2,3,0
0,40,54,15,2,2,0
0,38,52,11,2,7,0
1,50,57,9,3,2,0
0,40,58,11,5,0,0
0,16,27,15,1,9,0
0,40,41,15,2,6,0
0,16,18,1,2,9,0
0,37,50,4,2,7,1
0,40,31,15,2,3,0
0,40,32,0,2,6,0
0,45,37,15,4,2,0
0,20,26,9,4,3,0
0,50,33,8,1,12,0
0,40,35,11,5,7,0
0,45,44,9,2,9,1
0,40,26,9,2,2,1
0,40,48,11,0,0,0
0,40,40,9,2,12,0
0,35,62,0,2,11,0
1,45,37,14,2,11,0
0,18,18,1,2,11,0
0,38,48,11,2,6,1
0,50,45,12,2,9,0
0,45,35,15,2,11,0
0,40,35,11,2,2,0
0,51,34,11,4,9,0
0,40,29,11,2,7,1
0,30,19,15,2,11,0
0,60,53,15,5,10,0
0,40,49,15,2,7,0
0,16,71,11,2,11,0
0,36,38,5,2,2,1
0,45,39,12,1,3,0
0,40,23,9,2,0,0
1,50,29,9,3,11,0
0,40,52,4,2,4,0
1,40,41,15,2,0,0
0,35,20,15,2,7,0
0,45,30,15,2,12,0
0,36,56,0,2,0,0
0,40,26,11,2,11,0
0,40,36,11,0,0,0
0,42,26,9,1,9,0
0,40,24,9,2,0,0
0,32,41,15,2,11,0
0,35,27,15,2,11,0
0,40,57,11,3,3,0
0,20,21,15,5,9,0
0,40,50,11,2,5,0
0,40,27,11,2,5,0
0,60,58,9,2,9,0
0,50,27,9,4,3,0
0,17,36,11,2,11,0
0,40,33,11,3,11,0
0,18,19,15,2,7,0
0,40,26,11,2,0,0
0,30,37,11,2,5,0
0,45,53,11,2,6,0
0,38,32,15,2,12,0
0,25,18,1,2,3,0
1,40,53,11,2,2,0
0,40,40,9,4,9,0
0,40,50,15,2,9,0
1,46,60,9,2,11,0
0,40,28,11,4,11,0
0,40,37,11,2,13,0
0,40,25,11,2,12,0
0,45,26,9,2,9,0
0,40,47,11,2,0,0
0,20,18,2,2,5,0
0,16,22,9,2,11,0
0,30,36,15,2,6,0
0,48,59,11,4,13,0
0,38,33,11,2,7,1
0,35,33,0,2,2,1
0,50,53,9,3,0,1
0,50,55,11,2,3,0
0,50,56,11,2,13,0
0,35,54,15,4,11,0
0,40,51,11,2,9,0
1,50,43,12,2,3,0
0,40,44,11,2,7,0
0,50,22,15,2,3,0
0,40,43,11,5,7,0
0,40,26,7,5,0,0
0,18,30,9,2,11,0
0,15,46,11,2,7,0
0,50,27,9,2,11,0
0,50,26,11,2,2,0
0,35,25,11,4,2,0
0,40,30,14,0,9,0
1,48,47,15,2,0,0
0,40,43,0,2,5,0
0,15,44,15,1,0,0
0,50,42,10,2,9,0
1,50,36,7,2,3,0
1,50,37,15,2,6,0
0,20,26,9,2,13,0
0,30,24,9,2,0,0
0,35,45,12,1,9,0
1,48,54,15,2,3,0
0,30,22,15,2,11,0
0,48,63,12,1,9,0
0,43,22,11,2,2,0
0,25,27,15,2,7,0
0,33,33,6,2,2,1
0,30,64,9,2,9,0
1,50,50,7,2,3,0
0,40,44,8,4,9,0
0,50,31,11,2,13,0
0,40,44,11,2,0,1
0,35,53,0,4,4,0
0,40,33,11,1,7,0
0,40,34,2,0,1,0
0,70,27,11,2,13,0
0,20,80,11,4,3,0
0,32,31,7,2,7,0
1,40,40,11,2,2,0
0,40,53,9,1,9,0
0,44,58,11,2,6,0
1,40,38,15,2,3,0
1,40,33,14,2,9,0
1,60,48,9,1,3,1
0,40,23,15,2,3,0
0,50,31,11,4,2,0
0,70,52,12,4,11,0
0,40,24,11,2,12,0
0,40,45,6,4,4,0
1,40,36,11,2,0,0
0,40,52,4,2,7,1
0,40,54,11,2,2,0
1,55,39,14,2,9,0
1,50,40,9,2,11,0
0,50,28,11,2,12,0
0,40,23,15,2,0,0
0,40,36,5,3,2,0
0,15,22,15,2,0,0
0,50,55,12,1,3,0
0,17,71,11,2,5,0
1,60,47,10,2,9,0
0,12,17,0,3,11,0
1,50,31,9,2,3,0
0,40,27,9,2,3,0
0,48,40,11,2,5,0
0,20,17,6,2,7,0
0,40,33,12,2,9,0
0,30,72,10,2,9,0
1,40,34,15,0,0,0
0,40,65,11,2,2,1
0,40,32,11,2,6,0
0,40,26,15,2,0,1
0,40,22,11,2,5,0
0,40,31,15,2,7,0
0,50,28,9,4,11,0
1,50,38,12,2,0,1
0,28,34,7,2,0,0
1,35,44,9,2,9,0
0,40,27,15,2,5,0
1,44,50,9,1,10,0
0,30,47,11,2,7,0
0,40,20,15,2,7,0
0,38,24,11,2,11,0
1,40,29,15,0,12,0
0,32,37,8,1,7,0
0,40,42,7,2,0,0
0,40,68,15,2,0,0
0,40,22,15,1,0,1
0,30,72,11,4,11,0
0,20,45,15,0,0,0
0,40,30,11,1,7,0
0,40,33,11,2,2,0
1,40,43,11,2,7,0
0,40,25,8,4,4,0
0,40,41,11,2,8,1
0,37,25,9,2,7,0
1,40,31,7,5,12,0
0,38,36,11,2,6,0
1,40,37,9,2,3,0
0,20,58,11,4,2,0
0,40,26,9,2,0,0
1,50,55,15,2,12,1
1,48,46,15,0,3,0
0,60,44,1,2,7,0
0,55,28,9,5,3,0
0,50,42,0,2,13,0
0,40,41,11,2,2,0
0,45,39,9,2,3,0
0,30,64,8,4,4,0
0,25,20,15,2,5,0
1,40,45,15,1,10,0
0,50,31,11,2,0,0
1,40,36,12,0,3,0
0,40,32,6,2,7,1
0,65,33,8,4,4,0
0,40,36,11,2,6,0
0,40,40,11,2,2,0
0,45,40,11,2,0,1
0,40,46,8,2,0,0
1,60,31,14,4,9,0
0,40,26,11,2,5,0
0,40,25,9,2,7,0
0,40,35,7,4,2,0
0,50,29,14,2,9,0
0,40,39,7,2,2,0
0,40,44,15,4,7,0
1,60,37,11,2,6,0
1,20,79,8,4,11,0
1,45,36,9,2,3,0
1,60,44,15,2,2,0
0,45,27,9,2,0,0
0,40,58,11,2,2,0
0,48,36,7,2,3,0
0,45,21,15,2,0,0
0,40,49,11,0,6,0
1,40,34,9,2,11,0
0,35,29,11,2,10,1
1,50,63,9,2,3,0
0,40,29,9,0,9,0
0,40,65,15,2,4,0
0,25,26,9,2,7,0
1,40,42,10,2,9,1
0,37,44,15,2,0,0
0,25,41,11,4,6,0
0,35,22,7,1,0,1
0,40,18,1,2,5,0
0,40,33,0,1,13,0
1,38,46,9,1,9,0
0,40,49,1,2,8,0
0,40,41,11,5,0,0
0,40,52,15,2,0,0
0,40,40,15,2,5,0
0,40,53,15,0,9,0
0,50,45,11,4,2,0
0,40,30,0,1,2,0
0,40,56,11,2,5,0
0,40,24,11,2,2,0
0,50,71,5,4,4,0
0,30,20,11,4,11,0
0,50,26,9,2,12,0
0,65,34,11,2,11,0
0,40,22,11,2,7,0
0,40,51,11,2,2,0
0,40,46,15,2,11,0
0,45,32,11,3,3,0
0,50,52,15,5,12,0
0,40,57,11,2,0,0
0,39,35,15,2,0,0
1,50,52,12,2,9,0
0,40,36,15,2,3,0
1,40,33,15,2,3,1
0,20,67,11,1,10,0
0,48,31,15,4,11,0
0,50,31,11,2,9,0
0,42,28,15,2,6,0
0,40,36,11,2,2,0
1,35,58,11,4,11,0
0,40,56,11,2,6,0
0,40,35,15,2,11,0
1,40,37,8,2,2,0
0,40,44,9,2,3,0
0,40,26,11,2,4,0
0,40,51,11,2,13,0
0,40,30,15,2,11,1
0,40,20,15,2,0,0
0,40,21,15,2,0,0
1,50,37,9,2,9,0
0,45,54,11,2,0,0
0,40,43,11,5,3,0
0,40,48,8,2,7,0
0,48,42,9,4,11,0
0,40,62,11,2,6,0
0,40,31,11,2,2,0
0,60,22,11,2,11,0
0,32,45,9,2,3,0
0,45,34,15,2,11,0
0,20,64,11,2,3,0
0,65,42,9,4,4,0
0,70,60,11,4,11,0
0,58,44,11,2,2,0
1,38,53,14,4,9,0
0,35,23,11,2,7,0
0,40,28,9,2,9,1
0,41,55,5,2,2,0
1,24,58,12,2,0,0
0,40,27,11,2,0,0
0,40,37,11,2,0,0
0,70,44,0,4,7,0
0,40,23,7,2,0,0
0,40,41,9,2,3,1
1,55,45,15,2,12,0
0,40,29,11,2,6,0
1,45,33,9,2,11,0
0,38,22,15,2,11,0
0,40,28,6,2,2,1
0,40,30,9,2,9,0
0,20,20,15,2,5,0
1,50,45,11,2,2,0
0,40,42,7,2,3,0
0,40,34,11,2,2,0
1,60,31,9,2,9,0
0,40,23,9,2,3,0
0,50,50,11,2,2,0
1,40,40,0,2,3,0
0,45,57,11,2,0,0
0,45,24,9,2,3,0
0,15,27,15,2,0,0
1,40,27,15,1,10,0
0,40,45,11,3,11,0
0,30,80,10,2,9,0
0,50,23,15,5,7,0
1,40,46,15,2,3,0
1,40,38,9,2,11,0
0,60,50,11,2,11,0
0,50,55,15,2,11,0
0,50,72,11,2,3,1
0,40,65,15,2,0,0
0,40,37,0,2,2,0
0,40,39,11,5,0,0
0,40,38,8,2,2,0
1,65,50,11,2,11,0
1,40,54,7,2,3,0
1,50,40,12,2,11,0
0,35,50,11,2,4,0
0,30,28,15,2,2,0
0,53,34,8,2,2,0
0,40,55,11,2,5,0
0,40,20,11,2,5,0
0,35,21,15,2,0,0
0,20,39,15,2,7,0
1,40,43,11,2,2,0
0,40,33,11,1,7,0
0,40,26,15,2,0,0
1,40,45,10,5,9,0
0,65,31,15,5,7,0
0,60,32,4,2,2,1
0,50,60,11,4,11,0
1,40,41,11,2,6,0
0,20,21,15,2,7,0
0,36,27,15,2,0,0
0,40,33,4,2,5,1
0,40,43,11,2,2,0
0,40,18,0,4,4,0
1,40,48,15,4,3,0
0,50,37,5,2,3,0
0,40,58,11,2,6,0
0,40,24,11,2,0,0
0,15,26,9,2,7,0
0,40,34,1,2,2,0
0,40,38,9,2,3,0
1,45,51,1,4,4,0
1,35,49,10,4,9,0
0,40,26,9,2,0,0
0,20,28,11,2,13,0
0,40,26,11,2,2,0
0,40,23,11,2,11,0
1,60,42,9,1,9,0
0,40,39,11,0,2,0
0,40,43,8,0,2,0
0,70,33,15,4,4,0
0,20,68,9,5,3,0
0,40,32,9,2,0,0
0,40,25,15,2,0,0
0,24,53,4,2,7,1
1,55,38,8,2,3,0
0,40,20,11,2,6,0
0,40,26,11,2,2,0
0,40,23,11,2,13,0
0,40,43,11,5,12,0
0,36,29,15,5,10,0
0,36,34,0,2,7,0
0,35,24,15,2,11,0
1,35,44,12,1,9,0
0,40,19,15,2,0,0
1,40,47,9,2,0,0
0,48,40,15,2,7,0
0,45,45,11,2,11,0
0,45,43,11,2,5,0
0,40,29,9,2,9,0
0,50,47,9,2,3,0
0,35,24,11,2,11,1
0,40,21,11,2,0,0
0,40,74,14,4,9,0
0,40,27,8,2,2,0
0,46,32,9,1,0,0
0,50,30,1,2,5,0
0,56,29,8,1,10,0
0,70,39,15,5,10,0
0,30,21,15,2,7,0
0,38,31,11,2,13,0
0,40,33,15,1,10,0
1,70,39,14,2,9,0
0,40,29,11,2,2,0
0,55,52,9,5,3,0
0,25,35,11,2,11,0
0,40,33,0,2,2,0
1,50,43,9,2,3,0
1,40,51,9,1,3,0
0,30,36,11,2,7,0
0,40,17,1,1,9,0
0,40,32,11,2,2,0
0,40,39,11,2,6,0
0,60,19,15,3,4,0
1,40,54,1,2,0,0
1,50,45,9,2,9,0
0,40,47,9,1,9,0
0,40,32,11,2,0,0
0,50,28,11,3,2,0
0,40,39,9,3,11,0
0,50,27,11,3,11,0
1,38,42,12,1,9,0
0,44,24,9,2,9,0
1,45,45,9,2,2,0
0,30,19,11,2,7,0
1,40,46,0,2,13,0
0,40,50,11,2,13,0
0,42,32,11,2,0,0
0,50,43,11,4,4,0
0,40,29,9,2,2,0
0,10,90,9,2,9,0
1,50,41,14,2,3,1
0,36,24,13,2,4,1
0,50,24,15,2,4,0
0,53,24,15,2,7,0
0,40,30,9,2,0,0
0,40,46,9,2,3,0
0,35,39,6,2,2,1
0,40,43,11,2,13,0
0,40,35,11,2,0,0
0,24,65,11,2,11,0
0,40,34,11,2,2,0
0,40,41,8,2,11,0
0,60,24,15,4,4,0
0,35,24,11,2,7,0
1,40,33,11,2,11,1
0,38,37,11,2,6,1
1,60,39,11,4,13,0
0,25,58,11,2,7,0
0,35,36,11,4,2,1
0,55,42,12,1,9,0
0,40,57,11,2,2,0
1,40,67,11,0,12,0
0,40,23,11,2,2,0
0,40,35,15,2,9,0
1,55,43,9,2,9,1
0,60,39,15,4,4,0
0,40,36,11,2,2,0
0,13,29,7,1,7,0
0,40,25,11,2,5,0
1,45,54,0,2,13,0
0,44,24,11,2,2,0
1,60,50,9,3,11,1
0,50,70,0,2,6,0
0,70,38,12,4,4,0
1,40,51,11,2,9,0
0,40,28,11,2,7,0
1,25,66,14,4,9,0
1,60,57,11,3,4,0
0,40,29,15,2,0,0
0,40,21,15,2,11,0
1,43,42,0,2,2,0
0,40,50,15,2,11,0
0,14,65,11,2,7,0
0,30,44,1,2,7,0
0,10,17,0,2,7,0
0,60,43,15,2,13,0
0,40,32,7,2,0,0
0,20,20,15,2,0,0
0,10,23,15,2,9,0
0,45,34,11,2,7,0
0,20,30,15,2,11,0
0,40,32,5,2,6,0
1,60,40,9,2,9,1
0,40,28,15,2,2,0
1,45,44,11,2,2,0
1,35,29,8,1,12,1
0,40,37,15,2,3,0
0,40,56,15,3,2,0
0,40,27,9,2,9,0
0,20,34,11,2,6,0
0,40,37,11,2,2,0
1,40,66,9,4,11,0
0,30,19,11,2,9,0
0,40,60,8,2,9,0
1,40,47,11,2,2,0
1,48,47,15,2,9,0
0,60,48,8,3,2,0
1,50,50,15,3,3,1
0,25,62,6,2,7,0
0,40,45,15,2,7,0
0,40,55,11,1,5,0
0,32,62,11,2,11,0
0,40,25,0,2,6,1
0,38,49,1,2,3,0
0,40,25,11,0,5,0
0,50,39,15,2,6,0
0,50,27,15,1,3,0
1,40,43,11,2,7,0
0,40,30,11,2,7,1
0,20,21,15,2,11,0
1,40,33,14,2,3,0
0,50,33,15,2,0,0
0,38,33,1,2,0,0
0,35,70,5,2,7,0
0,42,25,15,2,7,0
0,25,17,1,2,7,0
0,40,20,15,2,4,0
0,35,19,15,2,7,0
0,40,31,7,2,3,0
0,55,26,9,2,11,0
0,40,52,12,2,3,0
0,40,26,9,2,3,0
0,45,38,11,2,6,0
0,40,25,15,2,7,0
0,9,22,9,2,9,0
1,40,53,11,2,2,0
0,50,30,7,4,2,0
1,60,44,15,2,2,0
1,56,32,9,0,9,0
0,20,59,1,4,2,0
0,40,49,15,2,5,0
1,50,31,11,2,2,0
0,40,44,6,2,6,0
1,55,36,9,2,9,1
0,40,36,11,2,11,0
1,50,37,6,2,6,0
0,40,29,9,2,11,0
0,40,52,11,2,11,0
0,40,21,15,2,7,0
0,38,36,15,2,3,0
0,30,24,11,2,6,0
0,40,31,11,2,3,0
0,35,54,11,0,0,0
0,40,44,9,2,12,0
0,30,18,15,2,5,0
0,40,41,11,2,13,0
0,70,37,12,3,3,0
0,20,26,9,5,9,1
0,50,68,10,4,9,1
0,40,31,15,2,11,0
0,40,48,11,2,2,0
0,40,26,15,2,6,0
0,40,63,6,2,13,0
0,20,19,15,2,6,0
0,60,42,11,3,11,0
1,40,64,7,0,7,0
0,40,32,9,2,13,0
0,47,50,11,2,2,0
0,40,73,11,2,4,1
0,40,32,9,2,9,0
0,40,58,9,2,11,0
0,15,24,15,2,2,0
1,50,53,9,2,3,0
0,40,23,15,2,3,0
0,40,30,11,2,3,0
0,35,38,9,2,7,0
0,40,28,11,2,2,0
0,20,19,2,2,7,0
0,40,45,11,2,6,0
0,40,26,9,2,0,0
0,40,33,6,2,11,0
1,55,54,12,2,3,0
0,50,23,15,2,3,0
1,55,43,11,3,11,0
0,30,37,6,2,8,1
0,40,31,5,2,7,1
0,40,25,1,2,2,0
0,25,17,1,2,7,0
0,68,37,11,2,0,0
0,40,60,8,2,12,0
0,40,59,9,0,3,0
1,40,59,11,0,2,0
0,99,33,8,4,7,0
0,40,23,15,5,10,0
0,25,20,15,2,0,1
0,44,60,11,2,7,0
0,35,44,0,2,11,1
0,40,52,2,0,7,0
0,45,31,11,2,2,0
1,55,30,9,2,9,0
0,32,20,15,2,7,0
0,50,33,8,2,0,0
0,35,25,11,2,7,0
0,20,63,11,2,2,0
0,35,63,15,4,3,0
0,30,43,11,2,11,0
0,40,58,1,2,6,0
1,55,42,15,2,3,0
0,25,20,15,1,10,0
0,40,35,11,2,2,0
0,40,62,6,2,3,0
0,35,43,9,4,9,0
0,40,19,2,2,6,0
0,40,46,11,2,0,0
0,40,45,7,2,0,0
0,30,48,0,2,2,0
0,40,29,7,2,0,0
0,25,36,11,2,11,0
0,40,58,1,2,2,0
0,40,43,11,2,0,0
0,4,59,9,2,2,0
0,40,42,9,2,3,0
1,40,33,8,0,12,0
0,40,23,15,0,1,0
0,25,21,15,2,5,0
0,40,48,4,2,6,1
0,40,32,11,1,2,0
1,50,31,15,2,0,0
0,40,66,12,1,9,0
0,32,23,9,1,0,0
1,35,52,15,2,0,0
0,15,17,1,2,5,0
1,43,35,15,2,11,0
0,40,24,15,2,0,0
1,84,45,11,2,7,1
0,40,29,9,0,9,0
0,40,34,11,4,4,0
1,40,64,11,1,2,0
0,39,27,11,2,0,0
0,40,44,11,0,6,0
0,60,31,11,2,4,0
0,35,23,11,2,0,0
0,64,31,11,1,6,0
0,60,45,0,2,2,0
1,40,33,7,2,9,0
0,40,33,12,1,9,0
1,20,30,15,4,0,0
0,42,25,15,2,6,0
0,40,22,6,2,13,0
1,40,30,9,2,11,0
0,60,43,2,4,13,0
0,25,37,5,2,6,0
0,45,51,11,4,4,0
0,60,36,15,2,3,0
0,6,73,4,1,9,0
0,40,32,12,1,9,0
0,50,34,11,2,11,0
0,40,51,11,1,13,0
0,45,20,11,2,6,0
0,40,57,15,2,7,1
0,20,19,15,2,7,0
0,40,55,0,2,2,0
0,40,60,15,2,2,0
0,40,19,11,2,4,0
0,40,35,11,2,12,0
0,30,20,11,2,6,0
0,15,34,9,1,9,0
0,55,27,12,2,9,0
0,84,37,8,4,4,0
0,40,73,11,4,11,0
0,40,36,11,1,0,0
1,60,54,11,4,4,0
0,50,49,1,2,7,0
0,40,68,11,1,4,0
0,40,30,8,2,9,0
0,50,28,9,2,11,0
1,50,28,1,2,3,0
0,40,25,15,1,7,0
0,40,26,15,2,6,1
1,55,40,15,2,12,0
0,40,32,11,1,0,0
0,30,18,2,2,8,0
0,40,36,9,2,9,0
0,40,26,9,2,9,0
0,45,24,11,2,9,0
0,40,20,15,2,0,1
0,50,27,9,2,12,0
0,50,58,9,1,9,0
0,40,28,11,2,3,0
0,60,36,9,1,9,0
1,40,45,11,1,2,0
0,48,23,11,2,11,0
0,35,69,11,1,3,0
0,40,58,11,4,3,0
0,20,22,11,2,0,0
0,35,58,9,4,4,0
1,60,53,15,0,10,0
0,60,44,11,3,4,0
0,40,31,0,2,7,0
0,40,46,9,2,6,1
0,40,48,11,2,7,0
0,40,46,15,0,0,0
0,40,43,15,2,0,0
0,15,17,0,3,11,0
0,40,20,15,2,11,0
0,35,22,15,2,9,0
0,40,35,15,2,7,0
0,40,29,9,2,12,0
0,35,25,11,2,2,0
0,40,54,0,2,6,0
0,16,23,15,2,11,0
0,35,36,4,2,8,1
0,50,26,11,4,2,0
0,40,25,11,1,7,0
0,40,46,6,2,7,0
0,50,41,15,2,2,0
0,40,31,11,2,9,0
1,40,48,12,0,9,0
0,50,52,12,3,3,0
0,43,22,11,0,5,0
0,25,18,11,2,2,0
0,40,46,15,2,0,0
0,40,34,15,1,10,0
0,48,30,11,0,1,0
0,40,31,1,2,7,0
0,40,21,11,2,2,0
0,40,30,9,5,0,0
0,35,21,6,2,7,1
1,50,54,1,2,2,0
1,40,36,11,2,2,0
1,50,50,9,2,3,0
0,35,26,9,2,9,0
0,35,47,14,1,9,0
0,37,36,11,2,7,0
0,60,32,15,4,11,0
0,35,21,0,2,7,0
0,45,30,11,2,11,0
0,40,34,11,2,8,1
0,45,51,11,2,2,1
0,50,55,0,4,13,0
0,40,43,15,2,0,0
0,30,37,11,2,5,0
0,40,28,15,1,3,0
0,50,39,15,2,9,0
0,40,35,11,4,2,0
0,36,26,11,2,2,0
0,37,21,11,2,7,0
0,20,23,15,2,11,0
0,30,17,0,2,11,0
0,40,23,11,1,7,0
0,15,34,11,2,0,0
0,40,33,7,2,9,0
0,45,31,7,2,13,0
0,40,56,11,4,11,0
0,40,21,11,2,0,0
0,30,26,0,2,5,0
0,40,41,1,2,7,0
1,55,46,12,3,3,0
0,40,47,11,5,0,0
1,60,43,14,4,9,0
0,45,35,11,2,11,0
0,50,44,11,4,11,0
0,40,44,8,2,2,0
0,42,57,15,2,2,0
0,40,24,15,2,5,0
0,50,38,9,2,0,0
0,40,25,15,2,9,0
1,84,33,11,2,6,0
1,52,50,15,1,10,0
1,55,36,9,2,0,0
0,40,27,15,2,7,0
0,50,22,8,2,2,0
0,40,30,11,2,13,0
0,40,90,12,2,3,0
0,40,39,11,2,7,0
0,45,34,9,5,9,0
1,60,39,9,2,3,0
0,4,19,15,2,7,0
0,40,19,0,2,2,0
0,40,29,11,2,2,0
0,45,38,15,2,12,0
0,40,44,4,2,5,1
0,40,34,5,4,2,0
0,40,35,7,5,3,0
0,40,29,9,1,9,0
0,40,22,11,2,13,0
0,40,41,11,2,5,0
0,50,27,15,4,7,0
0,50,25,11,2,0,0
1,35,36,9,2,11,0
0,20,36,3,2,7,1
0,40,25,11,1,12,0
0,65,37,1,2,13,0
0,40,26,9,1,12,0
0,40,36,12,1,9,0
0,40,53,15,1,7,0
0,45,37,11,4,2,0
0,40,41,11,5,2,0
0,55,53,9,2,5,0
0,32,23,15,2,7,0
0,50,28,11,2,4,0
0,40,53,0,1,7,0
1,20,32,11,2,13,0
0,50,33,9,2,0,0
0,32,27,11,2,11,1
0,55,31,15,2,0,0
1,40,27,7,2,3,0
0,40,37,12,4,9,0
0,60,39,11,2,2,0
0,20,18,2,2,11,0
1,40,42,11,2,5,0
1,40,49,9,2,2,0
0,36,35,11,2,5,0
0,99,43,11,2,13,0
1,40,31,15,2,2,0
0,40,27,9,2,7,0
0,40,46,15,0,0,0
0,44,54,11,2,11,0
1,40,37,15,2,0,1
0,20,26,15,2,0,1
1,55,59,14,3,9,0
0,40,36,15,0,0,0
1,40,32,11,2,6,0
1,40,53,12,1,9,0
0,40,26,11,2,0,0
1,40,35,11,2,7,0
0,40,48,11,2,3,0
0,40,30,15,1,5,0
1,10,58,11,4,3,0
0,32,44,11,2,13,1
0,40,30,8,2,9,0
0,10,68,11,4,3,0
0,40,26,9,1,9,0
0,40,26,9,1,9,0
0,40,41,3,2,6,1
0,47,48,9,2,3,0
0,37,55,11,2,11,0
0,36,52,11,2,11,0
1,38,54,8,1,10,0
0,25,31,12,4,12,0
1,50,31,9,3,3,0
1,40,47,11,2,2,0
1,40,40,8,2,9,0
0,48,46,15,5,0,0
0,40,45,11,2,6,0
0,25,39,0,2,7,1
0,18,34,15,1,0,0
0,40,56,15,2,0,1
0,40,47,11,2,9,1
1,40,35,15,2,7,0
0,40,25,15,2,2,1
0,40,43,9,1,9,0
1,37,59,9,2,11,0
1,60,63,5,2,13,0
0,37,32,15,2,13,0
1,50,43,8,3,3,0
0,52,27,11,2,0,0
0,32,21,2,2,5,0
1,60,44,15,0,3,0
0,60,40,11,4,2,0
0,40,65,11,2,0,0
1,45,50,15,2,0,0
1,40,51,12,5,9,0
0,40,44,15,0,0,0
0,13,20,15,2,11,0
0,40,29,8,2,3,0
1,50,50,8,2,2,0
0,40,43,0,2,0,0
0,40,23,9,2,12,0
0,40,41,11,2,13,0
0,25,58,9,4,4,0
0,40,50,8,5,9,0
1,65,37,9,4,2,0
0,24,21,11,2,4,0
0,20,33,11,2,11,0
0,45,52,15,2,0,0
0,40,47,11,2,13,0
1,40,34,15,2,2,0
1,40,39,15,2,11,1
0,15,31,15,2,7,0
0,45,45,15,2,12,0
0,3,45,8,4,10,0
0,35,27,1,2,11,1
0,40,37,11,2,11,0
0,20,20,11,2,0,0
0,55,24,3,2,5,1
0,40,39,11,2,5,0
